Date,London futures (£ sterling/tonne),New York futures (US$/tonne),ICCO daily price (US$/tonne),ICCO daily price (Euro/tonne)
8/3/21,"1,742.33","2,538.33","2,472.68","2,087.07"
5/3/21,"1,754.67","2,547.00","2,485.97","2,086.60"
4/3/21,"1,777.67","2,616.67","2,553.50","2,120.17"
3/3/21,"1,780.67","2,651.33","2,571.29","2,129.28"
2/3/21,"1,768.00","2,640.33","2,554.58","2,115.07"
1/3/21,"1,758.33","2,644.00","2,547.91","2,113.87"
26/02/2021,"1,736.67","2,591.00","2,507.04","2,073.32"
25/02/2021,"1,724.00","2,607.33","2,520.12","2,061.08"
24/02/2021,"1,692.33","2,548.00","2,468.07","2,033.07"
23/02/2021,"1,680.33","2,487.33","2,428.30","1,999.71"
22/02/2021,"1,675.33","2,486.33","2,422.60","1,993.80"
19/02/2021,"1,644.33","2,436.67","2,371.71","1,954.41"
18/02/2021,"1,623.00","2,381.33","2,323.64","1,923.98"
17/02/2021,"1,623.33","2,374.67","2,311.74","1,919.78"
16/02/2021,"1,630.33","2,418.33","2,343.72","1,935.79"
15/02/2021,"1,644.67","2,290.53","2,366.43","1,949.82"
12/2/21,"1,676.67","2,466.33","2,394.93","1,976.26"
11/2/21,"1,680.00","2,434.00","2,378.55","1,961.47"
10/2/21,"1,696.33","2,552.67","2,451.64","2,020.76"
9/2/21,"1,679.00","2,485.67","2,401.55","1,983.80"
8/2/21,"1,676.67","2,492.67","2,398.96","1,991.97"
5/2/21,"1,685.67","2,509.00","2,411.79","2,003.48"
4/2/21,"1,678.33","2,479.33","2,386.81","1,995.01"
3/2/21,"1,674.33","2,475.33","2,381.57","1,980.75"
2/2/21,"1,708.67","2,519.33","2,426.34","2,018.35"
1/2/21,"1,691.00","2,512.00","2,413.32","1,999.19"
29/01/2021,"1,682.33","2,492.33","2,401.55","1,979.00"
28/01/2021,"1,676.67","2,477.33","2,390.45","1,972.00"
27/01/2021,"1,673.00","2,468.33","2,380.30","1,967.20"
26/01/2021,"1,681.00","2,506.67","2,408.26","1,982.84"
25/01/2021,"1,681.67","2,478.67","2,389.59","1,968.79"
22/01/2021,"1,695.67","2,503.00","2,412.65","1,981.15"
21/01/2021,"1,702.67","2,522.67","2,430.51","2,002.01"
20/01/2021,"1,720.67","2,532.00","2,442.33","2,016.76"
19/01/2021,"1,726.33","2,565.00","2,459.86","2,028.52"
18/01/2021,"1,712.00","2,532.83","2,430.36","2,013.07"
15/01/2021,"1,692.00","2,500.67","2,402.04","1,985.88"
14/01/2021,"1,655.67","2,480.00","2,374.50","1,953.39"
13/01/2021,"1,660.67","2,462.67","2,363.99","1,944.26"
12/1/21,"1,654.33","2,467.67","2,362.87","1,941.93"
11/1/21,"1,642.00","2,447.33","2,334.85","1,918.55"
8/1/21,"1,649.67","2,469.67","2,356.44","1,922.97"
7/1/21,"1,665.33","2,500.67","2,379.76","1,940.46"
6/1/21,"1,638.67","2,455.33","2,342.41","1,905.90"
5/1/21,"1,655.33","2,484.67","2,370.61","1,928.13"
4/1/21,"1,679.33","2,512.33","2,394.80","1,954.03"
31/12/2020,"1,684.67","2,544.33","2,424.35","1,982.39"
30/12/2020,"1,683.67","2,534.00","2,412.99","1,965.02"
29/12/2020,"1,634.00","2,459.33","2,334.66","1,905.67"
28/12/2020,"1,640.00","2,502.00","2,355.17","1,928.06"
24/12/2020,"1,646.00","2,537.33","2,385.85","1,958.07"
23/12/2020,"1,662.00","2,511.33","2,380.05","1,951.76"
22/12/2020,"1,663.00","2,487.33","2,356.05","1,935.49"
21/12/2020,"1,678.00","2,510.67","2,377.20","1,943.13"
18/12/2020,"1,652.33","2,473.67","2,353.03","1,923.36"
17/12/2020,"1,660.67","2,514.33","2,388.75","1,948.50"
16/12/2020,"1,652.67","2,474.67","2,354.16","1,934.30"
15/12/2020,"1,676.00","2,499.67","2,376.94","1,955.04"
14/12/2020,"1,703.00","2,545.00","2,408.27","1,982.85"
11/12/20,"1,731.33","2,575.33","2,431.69","2,007.72"
10/12/20,"1,692.33","2,532.33","2,392.46","1,974.37"
9/12/20,"1,691.00","2,517.00","2,391.55","1,980.45"
8/12/20,"1,710.00","2,551.00","2,419.28","1,997.60"
7/12/20,"1,739.00","2,594.67","2,459.81","2,026.52"
4/12/20,"1,732.67","2,620.00","2,479.59","2,042.32"
3/12/20,"1,737.00","2,617.00","2,481.97","2,042.42"
2/12/20,"1,752.33","2,609.00","2,475.45","2,046.70"
1/12/20,"1,778.00","2,652.33","2,519.16","2,092.41"
30/11/2020,"1,799.33","2,688.67","2,546.33","2,131.66"
27/11/2020,"1,807.33","2,701.33","2,554.35","2,136.71"
26/11/2020,"1,798.00","2,689.17","2,546.50","2,138.30"
25/11/2020,"1,766.33","2,677.00","2,521.32","2,117.53"
24/11/2020,"1,798.00","2,734.00","2,568.24","2,162.85"
23/11/2020,"1,790.33","2,718.33","2,550.99","2,157.12"
20/11/2020,"1,778.33","2,702.67","2,534.50","2,137.47"
19/11/2020,"1,752.67","2,635.33","2,477.76","2,092.22"
18/11/2020,"1,708.00","2,565.33","2,419.64","2,038.67"
17/11/2020,"1,675.67","2,501.67","2,361.72","1,991.05"
16/11/2020,"1,626.67","2,420.33","2,284.54","1,928.72"
13/11/2020,"1,597.67","2,369.33","2,238.41","1,893.13"
12/11/20,"1,601.67","2,343.00","2,225.24","1,883.22"
11/11/20,"1,602.00","2,362.67","2,240.06","1,903.93"
10/11/20,"1,602.67","2,361.00","2,241.99","1,898.63"
9/11/20,"1,628.33","2,381.67","2,261.50","1,914.81"
6/11/20,"1,601.00","2,334.67","2,222.07","1,869.54"
5/11/20,"1,601.33","2,309.67","2,206.03","1,868.62"
4/11/20,"1,596.67","2,281.67","2,181.54","1,859.33"
3/11/20,"1,598.33","2,290.67","2,189.40","1,867.45"
2/11/20,"1,584.00","2,253.00","2,149.76","1,847.94"
30/10/2020,"1,607.33","2,298.00","2,191.11","1,880.74"
29/10/2020,"1,623.00","2,335.33","2,217.02","1,901.20"
28/10/2020,"1,633.67","2,373.00","2,248.14","1,913.28"
27/10/2020,"1,674.00","2,449.33","2,320.01","1,961.57"
26/10/2020,"1,701.67","2,497.33","2,357.73","1,994.87"
23/10/2020,"1,693.00","2,473.33","2,341.56","1,977.21"
22/10/2020,"1,683.67","2,463.00","2,334.39","1,974.54"
21/10/2020,"1,651.33","2,424.00","2,298.16","1,936.32"
20/10/2020,"1,641.67","2,387.00","2,257.71","1,908.89"
19/10/2020,"1,663.00","2,418.33","2,291.07","1,943.63"
16/10/2020,"1,634.33","2,359.33","2,237.28","1,909.41"
15/10/2020,"1,627.67","2,334.67","2,219.25","1,896.24"
14/10/2020,"1,631.33","2,382.00","2,253.98","1,917.80"
13/10/2020,"1,639.67","2,375.00","2,252.01","1,918.04"
12/10/20,"1,661.00","2,429.67","2,301.13","1,949.17"
9/10/20,"1,675.33","2,423.00","2,302.02","1,947.74"
8/10/20,"1,699.33","2,468.67","2,335.29","1,986.98"
7/10/20,"1,696.00","2,447.67","2,319.92","1,971.81"
6/10/20,"1,686.33","2,423.67","2,304.58","1,956.36"
5/10/20,"1,704.33","2,452.33","2,332.36","1,979.36"
2/10/20,"1,715.33","2,459.33","2,339.27","1,998.56"
1/10/20,"1,745.33","2,491.67","2,371.24","2,019.57"
30/09/2020,"1,769.00","2,520.67","2,404.12","2,050.60"
29/09/2020,"1,799.33","2,576.00","2,445.11","2,086.53"
28/09/2020,"1,812.00","2,573.33","2,452.92","2,103.99"
25/09/2020,"1,824.33","2,552.67","2,436.65","2,096.62"
24/09/2020,"1,842.33","2,580.33","2,465.21","2,113.05"
23/09/2020,"1,823.33","2,571.67","2,449.76","2,098.34"
22/09/2020,"1,816.00","2,538.00","2,425.75","2,072.68"
21/09/2020,"1,848.67","2,609.00","2,488.94","2,120.33"
18/09/2020,"1,826.00","2,634.33","2,500.92","2,109.40"
17/09/2020,"1,816.67","2,593.33","2,474.73","2,093.25"
16/09/2020,"1,811.00","2,590.00","2,471.43","2,088.48"
15/09/2020,"1,852.33","2,661.67","2,523.69","2,129.99"
14/09/2020,"1,781.33","2,539.00","2,417.52","2,035.92"
11/9/20,"1,780.67","2,542.00","2,410.94","1,707.15"
10/9/20,"1,763.00","2,525.67","2,396.27","2,017.90"
9/9/20,"1,763.00","2,550.33","2,423.63","2,051.72"
8/9/20,"1,763.33","2,545.00","2,423.25","2,055.77"
7/9/20,"1,766.33","2,569.50","2,448.59","2,071.75"
4/9/20,"1,775.33","2,594.00","2,472.89","2,092.19"
3/9/20,"1,778.00","2,628.00","2,494.46","2,108.69"
2/9/20,"1,788.33","2,684.33","2,533.82","2,141.21"
1/9/20,"1,770.33","2,648.67","2,513.11","2,103.60"
31/08/2020,"1,758.00","2,638.67","2,497.06","2,088.79"
28/08/2020,"1,745.67","2,332.04","2,467.85","2,073.37"
27/08/2020,"1,704.33","2,541.33","2,399.06","2,028.89"
26/08/2020,"1,673.67","2,466.67","2,338.20","1,979.17"
25/08/2020,"1,695.67","2,476.67","2,353.23","1,991.19"
24/08/2020,"1,679.00","2,455.67","2,326.95","1,971.51"
21/08/2020,"1,646.33","2,402.33","2,280.50","1,936.83"
20/08/2020,"1,643.67","2,400.67","2,284.82","1,926.68"
19/08/2020,"1,663.33","2,444.33","2,320.47","1,950.12"
18/08/2020,"1,667.00","2,437.67","2,322.64","1,946.60"
17/08/2020,"1,677.33","2,433.67","2,316.87","1,952.08"
14/08/2020,"1,688.33","2,449.00","2,332.05","1,970.93"
13/08/2020,"1,693.33","2,480.33","2,348.79","1,987.43"
12/8/20,"1,696.00","2,458.67","2,336.78","1,981.71"
11/8/20,"1,683.33","2,450.67","2,327.03","1,977.86"
10/8/20,"1,708.33","2,482.67","2,359.57","1,677.28"
7/8/20,"1,711.00","2,528.00","2,380.77","2,021.87"
6/8/20,"1,683.67","2,498.67","2,357.02","1,988.38"
5/8/20,"1,673.67","2,470.67","2,335.39","1,966.17"
4/8/20,"1,670.33","2,443.33","2,314.06","1,964.64"
3/8/20,"1,675.33","2,457.00","2,323.08","1,977.06"
31/07/2020,"1,630.33","2,399.00","2,271.08","1,920.99"
30/07/2020,"1,609.33","2,344.67","2,222.58","1,884.53"
29/07/2020,"1,605.33","2,331.00","2,208.12","1,876.35"
28/07/2020,"1,571.67","2,281.33","2,159.19","1,840.71"
27/07/2020,"1,567.33","2,275.67","2,149.04","1,828.72"
24/07/2020,"1,553.00","2,223.33","2,105.90","1,810.12"
23/07/2020,"1,549.67","2,201.33","2,090.36","1,798.44"
22/07/2020,"1,550.00","2,202.67","2,089.03","1,803.15"
21/07/2020,"1,543.33","2,179.00","2,073.18","1,804.08"
20/07/2020,"1,562.67","2,218.33","2,099.23","1,834.94"
17/07/2020,"1,556.33","2,167.33","2,061.39","1,802.38"
16/07/2020,"1,546.00","2,170.00","2,061.61","1,803.29"
15/07/2020,"1,542.67","2,147.00","2,045.65","1,793.22"
14/07/2020,"1,564.67","2,162.33","2,063.82","1,809.45"
13/07/2020,"1,573.67","2,190.67","2,088.47","1,837.96"
10/7/20,"1,577.00","2,173.33","2,085.34","1,842.92"
9/7/20,"1,561.00","2,154.00","2,062.89","1,825.55"
8/7/20,"1,553.33","2,110.67","2,034.09","1,796.00"
7/7/20,"1,578.67","2,152.67","2,070.42","1,832.53"
6/7/20,"1,585.33","2,160.33","2,070.92","1,831.31"
3/7/20,"1,584.00","2,165.83","2,071.17","1,842.00"
2/7/20,"1,599.00","2,171.33","2,083.84","1,855.00"
1/7/20,"1,587.33","2,163.33","2,072.76","1,841.00"
30/06/2020,"1,604.67","2,174.67","2,081.06","1,852.00"
29/06/2020,"1,641.33","2,226.00","2,121.64","1,888.00"
26/06/2020,"1,648.33","2,252.67","2,143.27","1,911.00"
25/06/2020,"1,704.67","2,349.33","2,233.09","1,990.00"
24/06/2020,"1,659.33","2,276.00","2,170.44","1,925.00"
23/06/2020,"1,645.33","2,261.33","2,162.25","1,910.00"
22/06/2020,"1,652.00","2,248.33","2,153.28","1,912.00"
19/06/2020,"1,647.67","2,225.33","2,131.38","1,905.00"
18/06/2020,"1,655.00","2,243.00","2,150.54","1,918.00"
17/06/2020,"1,634.33","2,223.33","2,130.19","1,904.00"
16/06/2020,"1,655.33","2,257.67","2,170.82","1,929.00"
15/06/2020,"1,653.67","2,254.33","2,165.55","1,921.00"
12/6/20,"1,767.00","2,331.33","2,273.80","2,020.00"
11/6/20,"1,743.67","2,318.00","2,260.91","1,987.00"
10/6/20,"1,772.00","2,411.67","2,337.08","2,058.00"
9/6/20,"1,784.67","2,433.00","2,353.60","2,074.00"
8/6/20,"1,762.67","2,387.67","2,313.44","2,048.00"
5/6/20,"1,777.33","2,386.00","2,320.98","2,057.00"
4/6/20,"1,794.67","2,377.67","2,319.97","2,050.00"
3/6/20,"1,806.00","2,381.00","2,328.87","2,071.00"
2/6/20,"1,798.67","2,387.33","2,321.30","2,079.00"
1/6/20,"1,849.67","2,452.67","2,380.39","2,140.00"
29/05/2020,"1,849.33","2,404.67","2,342.35","2,109.00"
28/05/2020,"1,848.67","2,384.67","2,332.04","2,108.00"
27/05/2020,"1,820.00","2,326.00","2,276.48","2,076.00"
26/05/2020,"1,829.67","2,366.33","2,312.53","2,108.00"
22/05/2020,"1,863.00","2,347.00","2,311.93","2,122.00"
21/05/2020,"1,832.00","2,312.00","2,276.54","2,078.00"
20/05/2020,"1,846.33","2,372.00","2,316.00","2,110.00"
19/05/2020,"1,859.67","2,390.67","2,334.43","2,134.00"
18/05/2020,"1,850.33","2,372.33","2,314.82","2,123.00"
15/05/2020,"1,860.00","2,360.00","2,308.88","2,134.00"
14/05/2020,"1,851.33","2,377.33","2,318.44","2,147.00"
13/05/2020,"1,861.00","2,416.67","2,346.57","2,165.00"
12/5/20,"1,827.33","2,367.00","2,307.77","2,124.00"
11/5/20,"1,866.67","2,432.00","2,367.64","2,189.00"
8/5/20,"1,850.50","2,362.33","2,331.16","2,150.00"
7/5/20,"1,834.33","2,352.33","2,309.69","2,136.00"
6/5/20,"1,815.00","2,337.33","2,291.61","2,119.00"
5/5/20,"1,813.67","2,341.67","2,300.43","2,121.00"
4/5/20,"1,818.00","2,353.00","2,306.89","2,115.00"
1/5/20,"1,801.67","2,374.67","2,313.56","2,107.00"
30/04/2020,"1,825.67","2,386.00","2,344.45","2,145.00"
29/04/2020,"1,826.33","2,357.33","2,318.25","2,136.00"
28/04/2020,"1,802.00","2,331.33","2,287.50","2,110.00"
27/04/2020,"1,799.00","2,309.67","2,272.96","2,099.00"
24/04/2020,"1,797.33","2,315.33","2,266.85","2,099.00"
23/04/2020,"1,808.00","2,348.00","2,292.88","2,120.00"
22/04/2020,"1,806.33","2,351.33","2,290.22","2,115.00"
21/04/2020,"1,772.33","2,309.33","2,242.92","2,066.00"
20/04/2020,"1,773.00","2,340.33","2,276.21","2,094.00"
17/04/2020,"1,772.33","2,347.67","2,282.56","2,098.00"
16/04/2020,"1,725.33","2,257.67","2,202.34","2,031.00"
15/04/2020,"1,704.67","2,228.00","2,182.36","2,000.00"
14/04/2020,"1,770.00","2,269.33","2,252.20","2,053.00"
13/04/2020,"1,790.17","2,266.67","2,255.37","2,067.00"
9/4/20,"1,810.33","2,305.00","2,280.84","2,087.00"
8/4/20,"1,838.00","2,368.67","2,324.77","2,141.00"
7/4/20,"1,850.67","2,394.00","2,340.48","2,149.00"
6/4/20,"1,838.00","2,361.33","2,312.19","2,139.00"
3/4/20,"1,778.33","2,260.00","2,218.47","2,055.00"
2/4/20,"1,759.00","2,280.00","2,230.01","2,053.00"
1/4/20,"1,737.33","2,245.67","2,201.24","2,013.00"
31/03/2020,"1,749.33","2,254.33","2,218.36","2,014.00"
30/03/2020,"1,761.33","2,264.67","2,225.95","2,020.00"
27/03/2020,"1,769.33","2,268.33","2,181.13","2,011.00"
26/03/2020,"1,792.33","2,255.00","2,187.93","2,018.00"
25/03/2020,"1,819.00","2,248.00","2,202.85","2,030.00"
24/03/2020,"1,825.67","2,263.00","2,208.10","2,046.00"
23/03/2020,"1,824.33","2,243.67","2,171.28","2,020.00"
20/03/2020,"1,809.00","2,218.00","2,170.93","2,036.00"
19/03/2020,"1,794.67","2,217.00","2,154.84","2,020.00"
18/03/2020,"1,822.00","2,264.67","2,187.50","2,023.00"
17/03/2020,"1,823.67","2,306.67","2,254.92","2,056.00"
16/03/2020,"1,806.67","2,337.33","2,277.33","2,041.00"
13/03/2020,"1,840.67","2,418.00","2,344.65","2,117.00"
12/3/20,"1,853.33","2,496.00","2,417.13","2,168.00"
11/3/20,"1,899.33","2,611.33","2,527.89","2,243.00"
10/3/20,"1,865.33","2,595.33","2,505.10","2,212.00"
9/3/20,"1,838.00","2,550.67","2,483.63","2,169.00"
6/3/20,"1,870.33","2,575.67","2,506.54","2,215.00"
5/3/20,"1,884.67","2,606.67","2,525.54","2,255.00"
4/3/20,"1,913.00","2,633.67","2,547.85","2,289.00"
3/3/20,"1,930.67","2,664.00","2,573.13","2,303.00"
2/3/20,"1,939.67","2,658.33","2,573.80","2,305.00"
28/02/2020,"1,943.00","2,678.33","2,584.87","2,350.00"
27/02/2020,"1,973.33","2,747.00","2,649.01","2,414.00"
26/02/2020,"1,968.33","2,739.33","2,647.02","2,431.00"
25/02/2020,"1,986.67","2,809.33","2,702.36","2,486.00"
24/02/2020,"1,995.00","2,816.67","2,703.24","2,490.00"
21/02/2020,"2,022.67","2,842.00","2,738.51","2,523.00"
20/02/2020,"2,032.67","2,863.67","2,746.26","2,544.00"
19/02/2020,"2,017.67","2,850.00","2,736.03","2,535.00"
18/02/2020,"1,996.67","2,848.33","2,729.49","2,525.00"
17/02/2020,"2,012.00","2,871.83","2,751.06","2,539.00"
14/02/2020,"1,993.00","2,895.33","2,752.58","2,540.00"
13/02/2020,"2,003.67","2,929.33","2,778.37","2,561.00"
12/2/20,"2,001.67","2,879.33","2,744.50","2,520.00"
11/2/20,"2,026.00","2,901.67","2,767.99","2,536.00"
10/2/20,"2,030.67","2,898.00","2,766.34","2,534.00"
7/2/20,"2,034.33","2,894.67","2,765.33","2,527.00"
6/2/20,"2,018.33","2,867.00","2,744.71","2,500.00"
5/2/20,"1,989.00","2,805.33","2,701.48","2,455.00"
4/2/20,"1,951.33","2,770.00","2,662.49","2,411.00"
3/2/20,"1,953.33","2,752.33","2,652.57","2,398.00"
31/01/2020,"1,964.67","2,794.67","2,699.56","2,436.00"
30/01/2020,"1,995.67","2,827.00","2,727.70","2,473.00"
29/01/2020,"1,957.67","2,748.67","2,654.65","2,413.00"
28/01/2020,"1,946.33","2,721.33","2,632.45","2,391.00"
27/01/2020,"1,957.00","2,763.33","2,666.29","2,419.00"
24/01/2020,"1,951.00","2,755.00","2,659.36","2,412.00"
23/01/2020,"1,964.33","2,786.67","2,687.24","2,434.00"
22/01/2020,"1,992.67","2,817.33","2,724.47","2,458.00"
21/01/2020,"2,022.67","2,825.00","2,739.57","2,469.00"
20/01/2020,"1,998.33","2,820.33","2,716.43","2,451.00"
17/01/2020,"1,999.33","2,815.67","2,717.75","2,450.00"
16/01/2020,"1,946.67","2,734.33","2,646.61","2,377.00"
15/01/2020,"1,956.00","2,710.67","2,636.71","2,363.00"
14/01/2020,"1,937.67","2,663.33","2,599.68","2,336.00"
13/01/2020,"1,883.00","2,599.67","2,529.24","2,270.00"
10/1/20,"1,867.33","2,602.67","2,527.10","2,273.00"
9/1/20,"1,832.00","2,566.67","2,486.18","2,239.00"
8/1/20,"1,794.67","2,509.33","2,436.50","2,192.00"
7/1/20,"1,803.00","2,539.00","2,458.80","2,208.00"
6/1/20,"1,772.67","2,492.67","2,418.64","2,162.00"
3/1/20,"1,802.00","2,527.67","2,449.55","2,192.00"
2/1/20,"1,804.00","2,526.33","2,453.13","2,197.00"
31/12/2019,"1,787.33","2,538.33","2,457.47","2,191.00"
30/12/2019,"1,770.33","2,467.67","2,402.65","2,142.00"
27/12/2019,"1,787.67","2,493.00","2,422.43","2,168.00"
26/12/2019,"1,767.33","2,410.67","2,360.64","2,126.00"
24/12/2019,"1,747.00","2,435.33","2,355.31","2,125.00"
23/12/2019,"1,754.00","2,424.67","2,351.12","2,120.00"
20/12/2019,"1,737.33","2,422.33","2,349.64","2,122.00"
19/12/2019,"1,746.00","2,448.33","2,368.23","2,128.00"
18/12/2019,"1,772.67","2,509.67","2,419.92","2,178.00"
17/12/2019,"1,778.00","2,546.33","2,445.36","2,194.00"
16/12/2019,"1,765.33","2,559.00","2,462.36","2,210.00"
13/12/2019,"1,789.00","2,583.67","2,492.66","2,239.00"
12/12/19,"1,784.00","2,543.00","2,449.21","2,204.00"
11/12/19,"1,804.67","2,576.00","2,483.41","2,239.00"
10/12/19,"1,817.67","2,597.33","2,502.69","2,257.00"
9/12/19,"1,831.67","2,605.67","2,513.66","2,273.00"
6/12/19,"1,849.67","2,616.00","2,528.04","2,287.00"
5/12/19,"1,834.00","2,600.33","2,512.85","2,264.00"
4/12/19,"1,834.00","2,565.33","2,489.62","2,248.00"
3/12/19,"1,845.33","2,579.00","2,495.56","2,250.00"
2/12/19,"1,842.67","2,555.33","2,476.00","2,235.00"
29/11/2019,"1,859.33","2,582.00","2,500.50","2,269.00"
28/11/2019,"1,879.00","2,595.00","2,516.83","2,287.00"
27/11/2019,"1,879.33","2,608.00","2,521.01","2,292.00"
26/11/2019,"1,914.33","2,662.33","2,567.59","2,331.00"
25/11/2019,"1,888.33","2,616.00","2,531.07","2,299.00"
22/11/2019,"1,892.67","2,629.33","2,535.20","2,299.00"
21/11/2019,"1,894.67","2,652.33","2,555.33","2,311.00"
20/11/2019,"1,893.33","2,643.33","2,551.05","2,306.00"
19/11/2019,"1,903.00","2,661.67","2,567.45","2,318.00"
18/11/2019,"1,902.00","2,673.33","2,575.82","2,325.00"
15/11/2019,"1,914.00","2,686.00","2,583.85","2,339.00"
14/11/2019,"1,968.67","2,701.33","2,625.43","2,383.00"
13/11/2019,"1,973.33","2,672.00","2,609.49","2,372.00"
12/11/19,"1,951.00","2,624.00","2,572.74","2,335.00"
11/11/19,"1,875.33","2,521.00","2,472.53","2,240.00"
8/11/19,"1,874.00","2,507.00","2,458.20","2,231.00"
7/11/19,"1,835.00","2,450.00","2,407.93","2,181.00"
6/11/19,"1,836.33","2,468.67","2,422.62","2,187.00"
5/11/19,"1,845.33","2,503.33","2,445.14","2,209.00"
4/11/19,"1,851.33","2,496.33","2,449.22","2,197.00"
1/11/19,"1,848.00","2,485.00","2,443.93","2,188.00"
31/10/2019,"1,821.67","2,435.33","2,402.66","2,155.00"
30/10/2019,"1,852.67","2,488.33","2,442.93","2,197.00"
29/10/2019,"1,866.00","2,512.00","2,464.42","2,218.00"
28/10/2019,"1,869.00","2,495.33","2,455.98","2,213.00"
25/10/2019,"1,864.67","2,470.00","2,437.85","2,200.00"
24/10/2019,"1,873.33","2,493.33","2,453.23","2,211.00"
23/10/2019,"1,851.33","2,483.33","2,441.52","2,196.00"
22/10/2019,"1,837.67","2,478.67","2,435.52","2,186.00"
21/10/2019,"1,845.00","2,494.67","2,451.24","2,200.00"
18/10/2019,"1,862.67","2,500.00","2,457.33","2,202.00"
17/10/2019,"1,871.00","2,511.00","2,463.79","2,214.00"
16/10/2019,"1,882.00","2,524.00","2,478.10","2,238.00"
15/10/2019,"1,894.00","2,531.00","2,477.90","2,245.00"
14/10/2019,"1,867.33","2,467.00","2,415.90","2,191.00"
11/10/19,"1,895.00","2,510.33","2,463.70","2,231.00"
10/10/19,"1,903.00","2,469.67","2,417.88","2,195.00"
9/10/19,"1,884.67","2,418.00","2,367.17","2,156.00"
8/10/19,"1,902.00","2,460.33","2,397.90","2,190.00"
7/10/19,"1,884.00","2,441.33","2,388.28","2,174.00"
4/10/19,"1,913.00","2,488.00","2,428.34","2,213.00"
3/10/19,"1,921.00","2,527.00","2,460.91","2,239.00"
2/10/19,"1,897.67","2,486.67","2,419.08","2,209.00"
1/10/19,"1,883.67","2,458.00","2,389.62","2,186.00"
30/09/2019,"1,878.00","2,460.33","2,393.12","2,193.00"
27/09/2019,"1,892.00","2,483.67","2,414.45","2,207.00"
26/09/2019,"1,897.33","2,502.33","2,430.22","2,222.00"
25/09/2019,"1,878.67","2,480.33","2,409.35","2,200.00"
24/09/2019,"1,842.67","2,451.67","2,382.75","2,167.00"
23/09/2019,"1,856.00","2,464.00","2,392.23","2,177.00"
20/09/2019,"1,850.33","2,478.67","2,401.76","2,183.00"
19/09/2019,"1,848.00","2,468.00","2,394.68","2,168.00"
18/09/2019,"1,817.00","2,406.67","2,344.45","2,119.00"
17/09/2019,"1,800.67","2,401.33","2,332.88","2,108.00"
16/09/2019,"1,792.00","2,374.67","2,308.10","2,096.00"
13/09/2019,"1,764.00","2,332.00","2,272.47","2,052.00"
12/9/19,"1,757.00","2,315.67","2,250.38","2,032.00"
11/9/19,"1,750.67","2,306.33","2,239.67","2,036.00"
10/9/19,"1,737.67","2,293.00","2,227.07","2,017.00"
9/9/19,"1,746.00","2,302.00","2,238.41","2,024.00"
6/9/19,"1,742.67","2,272.00","2,215.32","2,006.00"
5/9/19,"1,725.00","2,238.33","2,190.31","1,984.00"
4/9/19,"1,751.00","2,275.00","2,211.91","2,006.00"
3/9/19,"1,740.33","2,245.33","2,181.62","1,990.00"
2/9/19,"1,716.67","2,236.83","2,161.33","1,970.00"
30/08/2019,"1,714.00","2,228.33","2,164.76","1,970.00"
29/08/2019,"1,694.33","2,199.33","2,140.45","1,936.00"
28/08/2019,"1,722.33","2,257.00","2,190.36","1,976.00"
27/08/2019,"1,724.33","2,260.00","2,196.41","1,980.00"
26/08/2019,"1,724.33","2,249.33","2,186.64","1,968.00"
23/08/2019,"1,724.33","2,243.67","2,185.27","1,962.00"
22/08/2019,"1,727.33","2,238.67","2,184.28","1,970.00"
21/08/2019,"1,730.00","2,215.33","2,165.26","1,951.00"
20/08/2019,"1,711.33","2,186.67","2,139.90","1,930.00"
19/08/2019,"1,729.33","2,208.67","2,161.43","1,948.00"
16/08/2019,"1,728.33","2,212.00","2,163.13","1,951.00"
15/08/2019,"1,737.00","2,218.00","2,167.79","1,952.00"
14/08/2019,"1,716.67","2,203.00","2,144.59","1,924.00"
13/08/2019,"1,729.33","2,194.33","2,147.39","1,920.00"
12/8/19,"1,760.33","2,240.00","2,189.75","1,952.00"
9/8/19,"1,767.33","2,237.67","2,194.12","1,956.00"
8/8/19,"1,766.00","2,239.00","2,198.79","1,962.00"
7/8/19,"1,773.33","2,264.33","2,217.93","1,974.00"
6/8/19,"1,794.67","2,291.67","2,243.63","2,004.00"
5/8/19,"1,819.67","2,336.33","2,282.89","2,040.00"
2/8/19,"1,849.00","2,344.33","2,302.18","2,072.00"
1/8/19,"1,851.33","2,366.00","2,316.39","2,094.00"
31/07/2019,"1,853.67","2,378.33","2,330.52","2,094.00"
30/07/2019,"1,872.33","2,408.00","2,350.99","2,109.00"
29/07/2019,"1,865.67","2,418.33","2,360.00","2,118.00"
26/07/2019,"1,853.33","2,431.67","2,373.29","2,134.00"
25/07/2019,"1,866.67","2,480.33","2,414.44","2,163.00"
24/07/2019,"1,868.67","2,499.00","2,426.62","2,178.00"
23/07/2019,"1,878.67","2,507.00","2,432.03","2,180.00"
22/07/2019,"1,890.00","2,546.67","2,461.48","2,195.00"
19/07/2019,"1,861.67","2,493.33","2,419.56","2,156.00"
18/07/2019,"1,857.67","2,461.67","2,400.33","2,138.00"
17/07/2019,"1,859.00","2,448.67","2,389.51","2,128.00"
16/07/2019,"1,860.00","2,457.33","2,391.96","2,133.00"
15/07/2019,"1,847.00","2,450.67","2,390.98","2,123.00"
12/7/19,"1,892.33","2,525.33","2,459.66","2,185.00"
11/7/19,"1,875.33","2,524.67","2,448.06","2,175.00"
