CustomerID,Age,Gender,Annual Income (k$),Spending Score (1-100),Purchase History,Sales
923,45,Female,45,8,59,708
924,60,Male,51,80,64,320
925,54,Male,105,75,91,455
926,64,Female,128,70,76,836
927,54,Female,142,1,85,935
928,29,Male,136,62,25,150
929,54,Male,83,76,30,210
930,66,Female,50,38,32,192
931,66,Female,46,92,43,430
932,61,Female,78,45,37,444
933,45,Female,62,58,44,528
934,64,Female,95,81,87,435
935,32,Male,74,1,33,429
936,23,Female,15,32,24,288
937,61,Male,79,8,24,312
938,37,Male,47,40,78,1014
939,67,Male,52,56,16,160
940,31,Female,39,63,29,203
941,19,Male,73,88,29,145
942,26,Male,115,74,8,96
943,54,Male,141,74,8,112
944,37,Male,55,36,13,91
945,43,Female,71,89,19,209
946,46,Female,62,57,30,420
947,18,Male,86,74,83,830
948,52,Male,70,83,94,658
949,23,Female,79,45,96,960
950,54,Female,26,79,75,525
951,22,Female,83,80,36,468
952,50,Male,148,2,80,400
953,66,Female,103,93,56,672
954,68,Male,39,68,36,324
955,31,Male,15,50,13,104
956,29,Female,145,29,82,410
957,59,Male,63,95,17,221
958,37,Female,74,81,60,780
959,67,Male,16,10,48,432
960,41,Female,87,27,87,1131
961,60,Male,124,15,34,476
962,51,Male,75,60,20,260
963,42,Female,31,31,16,176
964,67,Female,63,21,78,936
965,46,Female,90,60,70,350
966,56,Female,145,58,22,176
967,48,Male,57,41,17,238
968,64,Female,71,46,97,1358
969,60,Female,64,45,28,224
970,67,Male,51,26,16,208
971,40,Female,60,51,64,448
972,61,Female,29,36,64,896
973,55,Male,94,52,97,1358
974,37,Female,38,81,90,450
975,40,Female,139,51,5,45
976,62,Female,132,3,47,517
977,69,Female,94,14,59,472
978,33,Female,108,49,44,572
979,67,Female,79,77,68,680
980,59,Male,102,91,38,380
981,25,Female,102,1,38,266
982,67,Male,140,57,52,728
983,38,Male,103,17,37,518
984,18,Male,75,50,72,648
985,25,Male,29,98,34,476
986,46,Female,108,14,88,880
987,49,Female,65,59,94,752
988,55,Female,41,81,83,581
989,22,Male,88,3,75,675
990,64,Female,75,98,75,825
991,39,Female,45,40,33,330
992,64,Female,26,89,27,162
993,51,Male,60,66,38,190
994,18,Male,46,34,88,792
995,43,Female,75,90,19,171
996,60,Male,60,95,57,570
997,27,Male,99,9,21,147
998,47,Female,94,94,68,340
999,67,Male,149,84,88,704
1000,35,Male,18,21,65,520
1001,34,Female,66,93,61,854
1002,43,Male,126,25,81,486
1003,25,Male,50,44,92,1104
1004,64,Male,68,25,41,410
1005,57,Male,133,9,11,77
1006,66,Male,141,62,12,60
1007,29,Male,31,26,91,637
1008,44,Male,89,57,82,984
1009,25,Male,119,37,72,576
1010,42,Female,131,16,25,175
1011,63,Female,57,37,65,520
1012,21,Female,126,76,78,624
1013,50,Female,129,24,90,540
1014,18,Male,41,26,98,784
1015,36,Female,51,20,98,1274
1016,48,Female,60,9,84,672
1017,33,Male,127,87,79,395
1018,31,Male,49,29,90,450
1019,65,Male,146,31,33,165
1020,22,Male,94,19,29,261
1021,58,Male,94,20,62,620
1022,43,Female,135,87,18,180
1023,45,Male,136,27,82,820
1024,19,Female,95,94,70,910
1025,67,Female,133,85,58,290
1026,23,Male,72,44,81,1134
1027,26,Female,77,35,71,710
1028,50,Female,114,71,34,408
1029,58,Male,80,22,22,264
1030,42,Female,99,74,58,406
1031,65,Female,137,87,25,225
1032,30,Female,16,15,57,798
1033,26,Male,120,94,87,696
1034,30,Male,122,98,20,100
1035,48,Male,86,13,32,416
1036,58,Female,140,4,8,72
1037,28,Male,71,82,59,354
1038,21,Female,95,56,19,114
1039,51,Male,33,23,68,748
1040,55,Female,21,97,69,552
1041,63,Male,68,98,20,100
1042,21,Male,118,34,24,216
1043,55,Female,100,100,68,408
1044,36,Male,96,99,37,407
1045,23,Female,75,17,85,1105
1046,51,Male,101,28,73,365
1047,35,Male,16,14,73,438
1048,30,Female,45,34,62,620
1049,58,Female,47,75,43,516
1050,40,Female,94,57,81,891
1051,36,Male,25,77,40,520
1052,62,Female,142,97,98,588
1053,28,Male,149,55,72,936
1054,18,Female,142,66,91,728
1055,41,Female,45,98,25,175
1056,24,Female,140,93,67,737
1057,42,Female,61,37,89,801
1058,38,Female,121,68,10,90
1059,32,Female,33,76,28,168
1060,18,Male,95,26,57,570
1061,29,Female,137,61,99,990
1062,24,Male,148,92,87,696
1063,32,Female,121,67,80,720
1064,38,Female,63,84,82,902
1065,36,Female,87,74,54,648
1066,46,Male,64,52,16,160
1067,42,Male,95,18,60,540
1068,50,Female,109,53,19,133
1069,66,Male,26,63,87,957
1070,49,Female,37,53,96,1152
1071,66,Female,68,27,44,308
1072,52,Male,132,31,45,405
1073,61,Male,73,91,73,438
1074,55,Male,17,1,73,1022
1075,43,Male,72,6,10,140
1076,28,Female,71,11,91,728
1077,52,Male,104,34,71,568
1078,25,Male,69,84,37,444
1079,63,Female,59,63,47,329
1080,31,Male,15,53,25,225
1081,27,Male,35,85,88,792
1082,19,Male,35,85,69,414
1083,63,Male,66,18,21,273
1084,26,Female,96,21,97,776
1085,20,Female,81,19,12,156
1086,38,Male,127,4,68,884
1087,43,Male,58,77,94,564
1088,25,Female,24,82,32,416
1089,65,Male,78,29,94,1222
1090,19,Male,83,25,17,102
1091,23,Male,82,56,17,170
1092,45,Male,42,77,42,546
1093,46,Male,130,63,29,232
1094,43,Male,65,27,66,396
1095,42,Male,18,60,27,297
1096,29,Male,93,83,90,1170
1097,22,Male,31,49,25,250
1098,51,Female,122,65,58,464
1099,65,Female,88,38,67,335
1100,54,Female,37,83,34,272
1101,32,Male,32,52,79,553
1102,61,Male,143,1,72,792
1103,53,Female,49,40,80,1120
1104,32,Male,78,81,77,693
1105,60,Female,73,21,36,252
1106,65,Male,15,86,79,474
1107,40,Female,145,15,28,168
1108,23,Female,81,50,11,99
1109,63,Female,51,48,76,912
1110,67,Male,43,32,93,1116
1111,61,Female,103,49,5,45
1112,60,Male,114,68,7,42
1113,62,Male,136,45,32,256
1114,38,Male,104,32,47,517
1115,40,Male,146,4,50,500
1116,60,Male,28,65,5,70
1117,33,Male,145,97,42,462
1118,64,Male,99,71,95,855
1119,32,Female,35,73,39,234
1120,42,Female,40,65,78,936
1121,53,Female,55,80,80,480
1122,28,Male,136,18,78,936
1123,68,Male,52,54,58,638
1124,32,Male,102,47,28,196
1125,21,Male,25,6,32,256
1126,38,Female,43,66,26,286
1127,30,Male,74,9,20,160
1128,39,Female,75,68,17,221
1129,36,Male,36,23,66,726
1130,51,Female,92,43,47,235
1131,31,Male,127,51,91,455
1132,21,Female,137,72,82,656
1133,65,Male,58,25,36,468
1134,69,Female,111,80,71,568
1135,63,Male,91,35,95,855
1136,44,Female,69,17,87,435
1137,46,Female,65,18,90,540
1138,64,Male,116,27,61,488
1139,45,Female,43,15,69,552
1140,52,Male,83,81,73,1022
1141,25,Male,94,69,53,530
1142,33,Male,45,80,37,370
1143,59,Female,126,15,23,276
1144,53,Female,60,42,40,520
1145,47,Male,111,34,74,370
1146,35,Male,66,48,19,95
1147,19,Female,88,83,28,280
1148,66,Female,55,8,31,248
1149,30,Female,91,10,53,424
1150,21,Male,145,5,79,395
1151,43,Male,128,48,27,351
1152,42,Male,66,26,37,259
1153,47,Male,101,86,45,405
1154,28,Male,123,23,60,840
1155,24,Female,83,62,33,165
1156,48,Male,134,13,35,420
1157,61,Female,81,9,69,483
1158,27,Female,75,20,22,110
1159,56,Male,85,92,86,1204
1160,30,Female,44,57,10,100
1161,48,Male,110,24,56,280
1162,24,Female,70,33,44,308
1163,66,Male,67,20,69,621
1164,59,Male,21,60,46,368
1165,59,Female,111,48,98,1078
1166,53,Male,127,64,72,720
1167,37,Female,139,30,36,252
1168,21,Male,146,73,14,168
1169,24,Male,135,17,73,876
1170,18,Male,52,100,13,78
1171,61,Female,136,14,73,803
1172,62,Female,40,19,65,325
1173,59,Male,143,71,15,90
1174,64,Female,18,59,95,1140
1175,30,Male,53,67,72,360
1176,39,Female,68,97,78,468
1177,38,Female,47,44,12,60
1178,39,Male,34,32,53,477
1179,45,Male,30,11,28,308
1180,26,Male,141,2,37,370
1181,43,Male,101,90,23,230
1182,26,Male,96,68,6,60
1183,32,Female,76,17,59,708
1184,27,Female,45,81,15,135
1185,41,Male,56,92,21,294
1186,59,Male,26,94,46,506
1187,25,Male,79,40,65,455
1188,41,Female,87,87,7,91
1189,33,Male,145,46,90,1260
1190,66,Male,129,88,39,273
1191,43,Female,120,93,89,890
1192,44,Female,30,4,93,651
1193,54,Female,92,38,70,350
1194,21,Female,139,63,5,25
1195,67,Male,145,29,11,77
1196,41,Female,144,19,24,192
1197,36,Female,126,91,47,282
1198,53,Male,141,29,10,130
1199,56,Male,35,100,59,708
1200,27,Male,103,35,25,175
1201,42,Female,61,70,55,605
1202,35,Male,99,23,50,400
1203,36,Female,142,46,39,351
1204,53,Female,86,44,12,96
1205,27,Female,56,48,72,936
1206,50,Male,23,52,20,220
1207,67,Female,39,8,71,568
1208,22,Male,16,55,75,900
1209,64,Male,33,66,68,408
1210,66,Male,34,77,6,66
1211,52,Female,84,40,5,25
1212,61,Female,31,85,62,744
1213,51,Female,138,31,5,50
1214,50,Male,103,48,11,99
1215,38,Female,108,100,92,1196
1216,34,Female,98,61,73,949
1217,39,Female,145,52,89,623
1218,65,Female,101,38,96,1248
1219,54,Female,65,91,22,286
1220,32,Male,96,36,92,552
1221,52,Male,22,87,36,324
1222,45,Male,135,55,49,294
1223,24,Male,18,85,37,185
1224,49,Female,100,13,78,858
1225,28,Male,142,37,77,616
1226,27,Female,124,47,53,477
1227,26,Male,113,90,37,296
1228,31,Male,51,71,75,750
1229,30,Male,85,22,72,432
1230,42,Female,47,39,32,384
1231,19,Female,45,87,91,728
1232,52,Male,139,58,57,684
1233,24,Female,26,30,48,336
1234,38,Male,25,18,84,756
1235,35,Male,102,18,59,413
1236,20,Male,86,74,14,154
1237,59,Female,46,39,18,126
1238,56,Male,71,94,40,480
1239,58,Male,100,26,38,494
1240,66,Male,33,71,92,552
1241,28,Female,130,7,22,154
1242,56,Male,28,69,20,220
1243,41,Female,47,65,41,369
1244,63,Male,24,46,45,630
1245,36,Female,94,18,29,319
1246,21,Male,78,13,12,72
1247,43,Male,82,25,92,736
1248,55,Female,106,8,88,440
1249,59,Female,139,74,98,882
1250,49,Male,94,32,88,1056
1251,56,Female,73,17,22,110
1252,62,Male,111,79,72,792
1253,63,Male,33,79,52,572
1254,53,Male,36,48,74,814
1255,57,Female,23,63,71,355
1256,54,Male,23,40,22,154
1257,50,Female,41,84,22,132
1258,53,Male,31,15,60,540
1259,20,Female,59,99,27,162
1260,26,Female,22,6,39,351
1261,25,Male,139,94,10,90
1262,50,Female,137,63,30,240
1263,23,Male,47,8,89,979
1264,58,Male,15,95,65,910
1265,56,Male,20,32,92,920
1266,21,Male,55,45,19,114
1267,30,Male,19,52,95,760
1268,66,Female,94,79,36,396
1269,19,Male,32,82,16,208
1270,22,Female,96,13,9,117
1271,61,Female,79,24,68,476
1272,44,Male,97,40,75,375
1273,49,Female,145,14,90,1170
1274,38,Male,39,92,31,372
1275,25,Female,83,75,83,913
1276,55,Female,96,70,49,490
1277,25,Female,131,62,39,546
1278,67,Male,109,89,30,330
1279,20,Female,47,61,27,351
1280,61,Male,125,1,17,170
1281,20,Female,139,89,94,1316
1282,39,Female,30,66,7,49
1283,23,Female,94,32,33,231
1284,19,Female,52,13,70,560
1285,40,Male,149,33,68,952
1286,61,Male,92,32,32,448
1287,19,Female,77,56,91,1092
1288,55,Female,126,24,40,560
1289,34,Male,103,91,10,130
1290,52,Male,52,4,15,180
1291,51,Male,66,88,42,588
1292,40,Male,43,23,38,228
1293,47,Female,90,29,85,680
1294,69,Female,78,98,71,568
1295,25,Male,105,21,50,300
1296,39,Male,103,30,90,1080
1297,61,Male,27,90,33,231
1298,53,Male,86,20,64,384
1299,22,Male,19,16,58,638
1300,30,Male,26,67,97,485
1301,46,Female,17,49,73,730
1302,48,Female,47,58,78,546
1303,64,Female,135,44,78,546
1304,33,Male,64,25,13,117
1305,59,Male,43,23,89,623
1306,47,Male,53,59,81,648
1307,33,Female,105,1,14,98
1308,29,Male,114,97,79,869
1309,34,Male,31,15,72,504
1310,33,Female,70,81,62,868
1311,29,Male,60,98,99,792
1312,25,Female,81,81,56,336
1313,37,Female,81,52,38,228
1314,20,Male,37,58,39,507
1315,33,Female,108,41,37,185
1316,47,Male,68,44,76,380
1317,62,Female,91,4,36,504
1318,40,Male,30,77,59,295
1319,45,Female,55,68,12,84
1320,68,Male,112,7,50,300
1321,57,Female,142,46,18,126
1322,22,Female,75,9,12,108
1323,37,Female,100,87,75,975
1324,57,Male,132,33,81,486
1325,61,Male,114,33,58,290
1326,18,Female,63,84,25,250
1327,47,Male,16,4,79,553
1328,38,Female,134,65,18,198
1329,37,Male,137,34,79,790
1330,23,Female,100,91,6,66
1331,39,Male,91,85,65,585
1332,35,Female,73,88,21,105
1333,25,Female,26,79,82,574
1334,56,Female,18,99,93,651
1335,49,Female,131,64,52,572
1336,50,Male,109,25,95,665
1337,33,Female,139,55,12,108
1338,29,Male,55,9,60,480
1339,55,Male,137,17,21,168
1340,69,Female,21,21,73,803
1341,51,Male,83,60,16,80
1342,31,Male,83,13,42,462
1343,53,Male,95,3,22,264
1344,50,Female,44,68,30,210
1345,40,Male,87,4,99,693
1346,67,Male,20,92,41,328
1347,62,Female,103,7,74,740
1348,19,Female,80,26,45,495
1349,58,Male,24,75,83,415
1350,38,Female,51,24,46,368
1351,19,Male,91,10,94,1034
1352,44,Male,91,13,80,480
1353,26,Male,46,44,45,225
1354,18,Female,61,39,51,255
1355,28,Male,124,19,18,252
1356,20,Female,134,51,5,50
1357,69,Female,24,19,21,189
1358,40,Male,111,76,59,295
1359,43,Female,19,52,97,1358
1360,21,Female,91,86,57,399
1361,35,Female,15,47,35,385
1362,23,Female,145,30,66,858
1363,52,Female,81,46,12,156
1364,39,Male,29,76,34,340
1365,60,Female,107,93,81,567
1366,32,Male,44,21,84,420
1367,39,Male,117,75,70,490
1368,54,Male,96,48,49,686
1369,69,Male,89,62,22,132
1370,59,Male,74,58,49,441
1371,29,Male,54,18,23,276
1372,64,Female,88,59,81,729
1373,66,Female,135,91,72,360
1374,59,Female,17,48,87,609
1375,55,Male,50,63,54,486
1376,35,Female,57,12,29,319
1377,62,Female,129,87,42,378
1378,52,Female,123,34,99,1386
1379,47,Male,104,61,40,360
1380,41,Female,98,87,72,792
1381,59,Male,91,53,60,720
1382,47,Female,19,25,43,516
1383,31,Male,92,62,67,737
1384,23,Male,105,4,11,77
1385,20,Male,101,94,62,372
1386,33,Female,28,94,84,420
1387,24,Female,118,13,63,630
1388,69,Male,97,42,52,676
1389,31,Female,68,49,9,63
1390,26,Male,146,78,91,819
1391,32,Male,109,56,40,520
1392,38,Female,23,47,92,1196
1393,52,Female,67,8,29,319
1394,19,Female,91,55,49,392
1395,44,Male,74,88,96,576
1396,19,Male,60,18,23,138
1397,52,Female,68,35,11,88
1398,35,Male,88,89,62,310
1399,31,Female,126,81,85,680
1400,37,Male,109,32,70,700
1401,35,Female,37,24,84,840
1402,27,Female,41,7,43,473
1403,42,Male,84,13,22,198
1404,19,Female,123,91,5,65
1405,42,Female,91,69,67,402
1406,50,Male,64,100,7,42
1407,53,Female,138,90,25,200
1408,48,Male,33,42,34,272
1409,31,Female,15,31,15,120
1410,18,Male,54,74,26,130
1411,63,Female,36,26,61,488
1412,33,Female,126,86,93,837
1413,63,Female,54,76,7,91
1414,69,Female,52,32,34,238
1415,20,Male,62,91,92,644
1416,52,Male,89,97,49,441
1417,58,Male,121,52,40,560
1418,23,Male,22,20,91,910
1419,42,Male,100,40,76,532
1420,30,Male,82,59,68,340
1421,51,Male,89,77,58,812
1422,25,Female,104,14,72,864
1423,38,Female,144,44,54,270
1424,51,Female,94,86,35,210
1425,21,Female,109,82,33,231
1426,42,Male,84,48,63,630
1427,32,Male,104,93,40,320
1428,21,Male,73,43,81,648
1429,62,Female,42,16,77,1001
1430,29,Male,86,35,89,890
1431,49,Female,28,53,71,426
1432,49,Male,38,34,93,1023
1433,45,Male,126,3,93,651
1434,30,Male,58,68,80,1040
1435,48,Male,70,5,97,970
1436,31,Female,134,10,15,180
1437,37,Female,46,52,15,75
1438,35,Male,39,29,30,180
1439,46,Female,130,96,57,570
1440,23,Male,80,31,18,126
1441,49,Male,56,66,68,340
1442,46,Male,90,76,84,840
1443,60,Male,52,91,14,126
1444,19,Female,75,69,35,455
1445,40,Male,103,37,99,990
1446,36,Male,32,27,40,360
1447,48,Female,84,87,14,70
1448,68,Male,96,33,30,150
1449,22,Female,130,68,24,120
1450,36,Male,94,59,48,528
1451,51,Male,29,64,66,660
1452,27,Male,27,85,77,693
1453,42,Male,133,88,83,664
1454,19,Male,57,44,13,156
1455,28,Male,71,95,75,900
1456,67,Female,31,88,94,846
1457,48,Male,46,49,28,224
1458,32,Female,69,53,16,96
1459,26,Female,27,74,64,704
1460,40,Male,61,49,88,792
1461,36,Female,101,66,82,574
1462,26,Male,76,95,90,1170
1463,52,Female,43,63,20,260
1464,38,Male,36,25,33,462
1465,26,Female,79,4,36,432
1466,45,Female,43,51,87,435
1467,63,Male,62,11,39,273
1468,68,Female,19,17,47,282
1469,24,Male,115,66,57,456
1470,33,Male,85,70,24,144
1471,33,Male,80,73,88,1056
1472,50,Male,86,69,12,60
1473,21,Male,39,84,46,368
1474,21,Female,74,29,81,729
1475,56,Female,54,85,74,1036
1476,57,Female,21,73,20,160
1477,34,Male,60,92,73,876
1478,54,Female,100,72,57,342
1479,56,Female,35,95,49,637
1480,69,Female,15,20,55,330
1481,46,Female,137,27,10,60
1482,69,Female,139,8,37,222
1483,53,Male,47,85,83,1162
1484,55,Male,18,61,19,228
1485,56,Female,17,28,18,126
1486,67,Male,105,87,43,602
1487,54,Male,66,70,67,938
1488,69,Female,42,3,9,108
1489,52,Female,84,69,94,1034
1490,24,Male,71,73,85,1190
1491,44,Female,122,7,56,448
1492,45,Male,38,60,20,220
1493,39,Male,91,4,42,504
1494,31,Female,90,5,57,570
1495,24,Male,83,11,91,910
1496,54,Male,115,15,81,567
1497,39,Male,106,64,97,873
1498,22,Female,106,98,57,798
1499,19,Female,44,13,50,300
1500,44,Female,32,7,95,855
1501,38,Female,58,6,19,171
1502,55,Male,113,56,63,693
1503,32,Female,135,64,54,432
1504,38,Female,129,50,13,130
1505,27,Female,74,30,30,390
1506,40,Female,70,22,7,56
1507,56,Male,45,25,51,510
1508,22,Male,115,28,9,117
1509,18,Male,73,84,66,924
1510,30,Female,138,39,88,440
1511,38,Female,144,67,88,1056
1512,43,Male,111,5,9,45
1513,67,Female,121,65,14,112
1514,62,Female,32,15,84,588
1515,38,Male,85,90,67,536
1516,35,Male,120,67,29,319
1517,54,Female,68,40,48,624
1518,62,Female,108,98,29,377
1519,49,Female,90,69,34,476
1520,53,Male,49,95,18,90
1521,34,Male,25,77,90,1260
1522,52,Male,75,43,47,235
1523,66,Male,58,1,32,416
1524,28,Female,135,22,98,784
1525,38,Male,82,62,23,161
1526,69,Male,39,79,46,598
1527,43,Female,98,26,24,216
1528,21,Female,128,18,90,900
1529,51,Female,146,48,83,415
1530,69,Male,15,9,15,75
1531,65,Female,145,1,58,638
1532,35,Female,100,9,28,392
1533,57,Male,76,23,74,888
1534,52,Male,78,45,21,252
1535,58,Female,140,2,32,352
1536,46,Male,119,14,54,702
1537,69,Female,76,38,99,495
1538,46,Female,49,40,59,354
1539,55,Male,27,63,77,539
1540,59,Female,57,82,14,126
1541,38,Male,144,16,25,200
1542,59,Male,125,93,62,496
1543,30,Male,142,75,38,456
1544,66,Female,65,6,99,1188
1545,58,Male,149,3,97,1067
1546,34,Male,59,14,47,235
1547,26,Female,56,66,15,210
1548,58,Female,149,96,37,296
1549,18,Female,29,95,62,310
1550,19,Female,74,75,50,450
1551,65,Male,54,86,65,455
1552,46,Male,126,67,66,462
1553,50,Male,91,31,5,40
1554,27,Female,119,33,25,150
1555,67,Female,121,88,66,726
1556,57,Male,136,1,68,544
1557,38,Female,94,44,91,819
1558,45,Female,139,15,77,462
1559,28,Male,148,37,60,600
1560,51,Male,46,27,5,65
1561,25,Female,122,48,25,300
1562,39,Female,128,27,26,312
1563,25,Female,82,12,58,348
1564,66,Male,141,67,8,64
1565,32,Male,149,30,69,828
1566,34,Male,128,96,55,275
1567,40,Male,22,87,78,936
1568,41,Male,78,66,67,469
1569,62,Female,149,7,19,228
1570,36,Female,55,34,40,400
1571,22,Female,54,32,33,363
1572,49,Male,17,39,56,336
1573,61,Male,124,96,50,250
1574,18,Male,128,43,73,730
1575,40,Female,126,43,33,231
1576,54,Male,18,78,51,408
1577,25,Male,148,3,95,1235
1578,30,Female,40,46,29,203
1579,25,Male,31,32,84,504
1580,40,Female,106,43,20,120
1581,60,Male,45,100,93,558
1582,18,Male,121,81,45,450
1583,62,Female,125,3,69,414
1584,68,Female,115,74,73,803
1585,41,Female,126,63,24,264
1586,52,Female,76,40,73,803
1587,41,Female,126,18,40,240
1588,34,Female,130,67,97,1067
1589,22,Male,49,62,62,868
1590,37,Male,42,10,52,624
1591,38,Female,117,52,86,1032
1592,57,Male,139,73,6,36
1593,48,Female,116,46,84,756
1594,63,Male,35,55,33,330
1595,53,Female,66,46,20,260
1596,28,Male,111,75,39,390
1597,69,Male,65,60,66,924
1598,32,Male,97,97,85,850
1599,36,Male,69,100,8,112
1600,24,Male,91,26,72,1008
1601,68,Female,141,27,55,550
1602,45,Female,107,38,93,1209
1603,68,Female,102,22,37,518
1604,60,Male,94,26,82,902
1605,22,Female,106,86,28,140
1606,22,Male,61,69,79,395
1607,47,Male,52,35,29,232
1608,49,Male,29,66,32,192
1609,25,Female,15,99,11,77
1610,27,Male,149,73,40,440
1611,55,Female,15,51,14,154
1612,64,Female,63,18,40,280
1613,49,Male,110,43,99,594
1614,65,Male,40,12,87,435
1615,45,Female,101,3,22,286
1616,34,Female,107,82,10,140
1617,48,Female,116,7,96,672
1618,25,Female,85,97,11,143
1619,57,Female,109,6,16,128
1620,42,Female,132,82,45,630
1621,26,Male,133,45,67,670
1622,19,Female,65,86,29,319
1623,32,Female,95,39,85,1190
1624,67,Female,50,51,57,570
1625,20,Female,81,9,37,185
1626,66,Male,143,99,91,910
1627,53,Male,128,23,77,770
1628,21,Female,125,12,10,90
1629,31,Female,114,88,66,462
1630,58,Female,123,62,70,980
1631,58,Male,134,73,13,91
1632,42,Male,93,77,71,994
1633,67,Male,148,40,20,220
1634,27,Male,33,54,93,1116
1635,38,Male,141,81,92,644
1636,53,Male,43,7,97,679
1637,29,Female,38,17,59,649
1638,44,Male,24,50,44,616
1639,57,Male,119,24,30,330
1640,19,Female,69,2,42,546
1641,30,Male,16,99,39,390
1642,49,Female,149,92,91,1001
1643,48,Male,125,83,72,1008
1644,33,Female,52,33,63,315
1645,49,Female,145,21,18,198
1646,49,Female,116,74,51,306
1647,51,Female,109,53,75,825
1648,28,Female,106,46,76,532
1649,27,Male,85,45,46,598
1650,32,Male,38,9,55,495
1651,34,Female,82,6,23,253
1652,57,Female,142,51,70,840
1653,35,Female,107,35,51,306
1654,26,Male,58,82,69,345
1655,42,Female,147,53,46,506
1656,57,Female,69,19,42,420
1657,31,Female,43,69,17,170
1658,42,Female,51,25,48,288
1659,67,Male,129,11,28,196
1660,39,Female,17,74,34,272
1661,69,Female,136,17,74,518
1662,47,Male,57,36,42,252
1663,37,Female,21,90,27,189
1664,38,Female,139,95,78,780
1665,61,Male,63,96,61,793
1666,49,Male,135,21,83,664
1667,68,Male,87,18,27,270
1668,63,Female,55,60,40,200
1669,66,Female,120,18,61,610
1670,38,Male,91,1,5,35
1671,52,Male,141,14,76,988
1672,49,Male,105,8,7,56
1673,47,Female,22,66,18,198
1674,56,Female,46,51,85,680
1675,66,Male,78,79,38,380
1676,29,Female,27,60,74,814
1677,58,Male,107,34,73,438
1678,64,Female,75,36,55,770
1679,35,Female,22,62,33,330
1680,38,Female,43,1,86,1032
1681,30,Female,109,85,52,520
1682,38,Male,55,42,98,588
1683,25,Female,25,1,83,664
1684,63,Female,16,96,83,415
1685,57,Male,145,84,20,220
1686,63,Female,94,54,61,732
1687,24,Male,101,47,14,196
1688,40,Male,120,100,23,138
1689,61,Female,31,39,71,994
1690,49,Female,37,30,40,360
1691,28,Male,62,7,8,96
1692,39,Male,34,22,79,948
1693,39,Male,16,50,37,333
1694,60,Female,102,45,32,384
1695,42,Male,45,74,84,840
1696,39,Male,144,72,13,117
1697,45,Male,92,91,79,632
1698,46,Female,18,10,10,90
1699,30,Male,142,14,53,424
1700,35,Female,148,46,95,475
1701,19,Female,45,75,80,560
1702,46,Male,35,6,26,312
1703,38,Female,37,21,52,572
1704,32,Male,145,62,25,275
1705,69,Female,43,97,37,259
1706,44,Female,119,19,85,1105
1707,67,Male,66,88,60,600
1708,48,Male,129,82,33,396
1709,32,Male,115,99,57,684
1710,68,Female,98,62,44,308
1711,40,Female,75,83,78,624
1712,41,Male,139,53,22,220
1713,61,Male,85,24,51,306
1714,30,Female,84,56,17,187
1715,39,Female,122,62,31,186
1716,60,Female,35,34,66,594
1717,54,Male,145,22,78,624
1718,50,Female,96,68,49,637
1719,20,Male,102,57,7,42
1720,36,Female,125,10,26,286
1721,40,Female,24,66,31,341
1722,46,Male,26,8,59,649
1723,47,Male,21,97,71,355
1724,56,Male,128,38,37,444
1725,61,Female,40,62,6,36
1726,64,Female,29,28,79,711
1727,42,Female,47,10,50,300
1728,54,Male,76,45,78,702
1729,64,Female,61,65,37,407
1730,25,Male,109,98,62,620
1731,59,Male,49,67,11,99
1732,33,Male,90,9,19,152
1733,25,Female,137,5,30,360
1734,18,Female,97,10,15,180
1735,61,Male,39,12,42,210
1736,22,Female,71,82,31,434
1737,20,Male,46,58,11,66
1738,18,Male,77,21,5,35
1739,21,Female,26,21,78,390
1740,57,Male,77,65,25,175
1741,52,Male,91,3,83,1162
1742,49,Female,106,69,34,408
1743,59,Male,15,89,98,784
1744,51,Male,84,64,12,132
1745,60,Male,147,49,92,1012
1746,42,Male,100,72,87,783
1747,27,Male,53,17,7,35
1748,38,Male,37,73,59,826
1749,63,Male,82,32,19,152
1750,56,Female,18,70,40,440
1751,44,Female,140,21,10,90
1752,44,Male,35,7,46,276
1753,19,Male,119,7,54,648
1754,58,Female,80,27,22,132
1755,65,Female,21,8,87,1044
1756,30,Female,63,73,54,324
1757,26,Female,30,28,34,306
1758,69,Female,98,79,81,648
1759,53,Male,101,66,43,215
1760,39,Female,112,71,16,192
1761,59,Female,89,47,63,882
1762,43,Female,48,82,80,560
1763,29,Male,40,86,48,384
1764,34,Male,80,10,92,736
1765,31,Male,139,33,8,72
1766,31,Male,77,7,40,280
1767,51,Male,101,3,52,676
1768,37,Male,55,14,18,144
1769,28,Female,112,44,85,1190
1770,33,Male,138,46,53,424
1771,68,Male,93,61,71,710
1772,48,Female,24,36,91,1092
1773,23,Male,29,13,81,891
1774,36,Female,56,16,13,104
1775,54,Female,107,80,25,200
1776,21,Male,31,5,76,684
1777,64,Female,23,89,85,1190
1778,21,Female,128,38,20,180
1779,37,Female,50,50,20,100
1780,27,Female,50,38,32,384
1781,41,Male,62,56,55,770
1782,52,Female,65,63,60,540
1783,43,Male,111,48,84,588
1784,54,Female,133,90,61,427
1785,55,Female,109,59,56,448
1786,38,Female,84,77,50,550
1787,57,Male,88,44,82,738
1788,56,Male,94,90,42,210
1789,38,Male,82,55,88,792
1790,27,Female,91,55,52,468
1791,55,Female,130,1,45,450
1792,63,Female,20,8,63,693
1793,21,Female,89,4,97,873
1794,62,Male,102,85,71,426
1795,37,Female,17,86,78,468
